,名称,大类,中类,小类,省,市,区,经度,纬度
227,中国邮政储蓄银行(广州赤岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,海珠区,113.331705,23.096389
228,华夏银行(广州海珠支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,海珠区,113.314796,23.08577
229,广州银行(客村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,海珠区,113.314994,23.100112
230,中国建设银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,海珠区,113.309532,23.085509
231,新华村镇银行便民服务点,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.322265,22.862071
232,新华村镇银行便民服务点,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.313632,22.866298
233,中国建设银行(榄核支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.343364,22.834615
234,南沙时间银行(榄核社区站),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.341253,22.83765
235,中国银行(榄核支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.343827,22.830847
236,中国农业银行(广州榄核支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.344527,22.837888
237,广州农商银行(榄核支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.340741,22.83849
238,广州农商银行(北斗分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.345788,22.886445
239,中国邮政储蓄银行(榄核支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.339916,22.838631
240,广州农商银行(广场分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.342409,22.831916
241,广州农商银行(牛角分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.343333,22.86342
242,广州农商银行(紫坭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.291449,22.891248
243,广州农商银行ATM(北斗分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.345814,22.886292
244,广州农商银行(新港西路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,海珠区,113.302126,23.091188
245,广州农商银行ATM(新港西路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,海珠区,113.305537,23.095149
246,广州农商银行(横江支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.318321,22.93653
247,广发银行(祈福支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.334863,22.96919
248,兴业银行(番禺支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.353934,22.944838
249,中国银行(祈福名都支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.32058,22.963942
250,中国银行(广州番禺西丽路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.35381,22.937306
251,中国工商银行(广州祈福支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.321014,22.963919
252,中国银行(康乐路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.354087,22.945546
253,广州农商银行(汀根分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.32882,22.943984
254,中国农业银行(祈福新村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.321287,22.963963
255,明珠银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.341077,22.95136
256,中国建设银行(祈福名都支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.321468,22.963971
257,中国邮政储蓄银行(西丽营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.353579,22.93465
258,中国工商银行(广州番禺康乐支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.35364,22.944824
259,中国银行(广州番禺沙湾支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.344649,22.90592
260,中国工商银行(广州番禺西丽支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.353983,22.936177
261,中国农业银行(番禺沙湾支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.337842,22.901132
262,招商银行(祈福支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.320855,22.963921
263,中国建设银行(沙湾支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.343005,22.903916
264,交通银行(广州祈福支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.330447,22.968604
265,中国建设银行(钟村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.30934,22.972653
266,广州农商银行(市桥西城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.354674,22.931688
267,中国工商银行(广州番禺德贤支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.356335,22.925328
268,中国建设银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.353899,22.911455
269,中国建设银行(海伦堡创意园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.341834,22.938018
270,中国邮政储蓄银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.330452,22.969273
271,中国银行ATM(广州番禺西丽路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.353766,22.937466
272,广州农商银行(沙头支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.348026,22.940298
273,中国邮政储蓄银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.34648,22.906799
274,中国建设银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.343109,22.970208
275,中国建设银行(昊龙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.357735,22.915117
276,中国银行(中华大道支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.358205,22.914349
277,广州农商银行(渡头支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.346105,22.920748
278,中国工商银行(锦绣生态园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.309289,22.969568
279,广州农商银行(捷进支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.358278,22.949295
280,平安银行(广州祈福缤纷汇支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.333464,22.970918
281,广州市农村商业银行(沙头第一分社),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.349842,22.946802
282,中国邮政储蓄银行(锦绣营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.306302,22.970196
283,中国工商银行(番禺金山谷支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.346458,22.968095
284,中国农业银行(广州富豪山庄支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.348133,22.96612
285,中国邮政储蓄银行(沙湾营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.336867,22.902208
286,广州农商银行(沙湾古镇支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.336787,22.902362
287,平安银行ATM(福平路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.34121,22.95199
288,广州农商银行(南城支行),金融保险服务,银行,农村商业银行,广东省,广州市,番禺区,113.356826,22.918324
289,中国农业银行(广州番禺祈福缤纷汇支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.33452,22.970846
290,中国民生银行广州大罗塘商圈小微支行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.347807,22.958822
291,广州农商银行(北桥分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.353946,22.936446
292,汇丰银行(广州番禺奥园广场支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.356976,22.923922
293,广州农商银行(榄山支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.352815,22.948448
294,招商银行(奥园广场支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.358494,22.924518
295,广州农商银行(古坝支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.29047,22.916143
