,新斯浦物流中心,生活服务,物流速递,物流速递.1,广东省,广州市,花都区,113.238132,23.41208
1060,菜鸟驿站(广州南沙新垦镇红海新街6号店),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.60745,22.64678
1061,菜鸟驿站(广州南沙新垦大道81号店),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.60718,22.64494
1062,京东仓库,生活服务,物流速递,物流仓储场地,广东省,广州市,南沙区,113.66935,22.643325
1063,八达仓广州南沙港监管仓,生活服务,物流速递,物流仓储场地,广东省,广州市,南沙区,113.676032,22.640531
1064,八达仓广州南沙港普通仓,生活服务,物流速递,物流仓储场地,广东省,广州市,南沙区,113.672984,22.649343
1065,中国移动通信,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,从化区,113.733944,23.717437
1066,良口邮政花市自提点,生活服务,邮局,邮局,广东省,广州市,从化区,113.734523,23.717383
1067,中国移动(良口服务厅),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,从化区,113.732443,23.716378
1068,中国移动社区服务站,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,从化区,113.729575,23.712572
1069,申通快递,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.737492,23.721917
1070,圆通速递,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.730589,23.715989
1071,智慧社区服务厅,生活服务,电讯营业厅,电讯营业厅,广东省,广州市,从化区,113.730057,23.702333
1072,智慧社区服务厅,生活服务,电讯营业厅,电讯营业厅,广东省,广州市,南沙区,113.608382,22.763897
1073,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.604777,22.770624
1074,中国联通(泰丰通讯旗舰店),生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,南沙区,113.606027,22.758831
1075,菜鸟驿站(恒大山水郡店),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.628382,23.334731
1076,龙兴物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.630744,23.317275
1077,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.633292,23.350762
1078,菜鸟驿站(广州增城福和茅田龙岗路5号店),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.634027,23.347107
1079,日日顺物流(广州萝岗中心),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.632193,23.316951
1080,广州环达国际货运代理有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.649612,23.344536
1081,中国电信智慧社区服务厅,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,增城区,113.633679,23.357873
1082,福和营业厅,生活服务,电讯营业厅,电讯营业厅,广东省,广州市,增城区,113.635454,23.355214
1083,韵达快递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.633486,23.356692
1084,晓英通讯,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,增城区,113.633032,23.359408
1085,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,增城区,113.632993,23.359507
1086,浩达物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.634135,23.358272
1087,中国联通(远航通讯专营店),生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,增城区,113.633063,23.35928
1088,百世快递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.632535,23.305317
1089,增城市福和营业厅电信邮政微花市,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,增城区,113.635454,23.355152
1090,圆通速递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.63384,23.362471
1091,百世汇通,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.63384,23.362471
1092,菜鸟驿站(广州增城福和前程街二巷2号店),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.633315,23.356701
1093,中通快递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.631625,23.303114
1094,韵达快运(中福南路),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.625848,23.295878
1095,原尚物流(新建北路),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.639676,23.178409
1096,和天下物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.633776,23.168661
1097,原尚物流仓库,生活服务,物流速递,物流仓储场地,广东省,广州市,增城区,113.639215,23.179739
1098,广东原尚物流股份有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.638832,23.180943
1099,中通快递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.641142,23.163221
1100,圆通速递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.644079,23.160802
1101,申通快递(沙埔分公司),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.65321,23.165635
1102,邮政蜜蜂箱,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.635032,23.162357
1103,卡行天下增城新塘镇网点,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.652509,23.166374
1104,盐城金山物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.626414,23.162506
1105,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,增城区,113.641929,23.155757
1106,广州市平盛物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.638925,23.161545
1107,广州卡行天下物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.652447,23.166513
1108,中国联通相江通讯专营店,生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,增城区,113.640953,23.155231
1109,广州千速物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.652515,23.166362
1110,荣胜物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.644132,23.160754
1111,申通快递(九和代办点),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.61306,23.261129
1112,苏宁天天中新快递站,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.649559,23.278447
1113,源之安达速运,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.652552,23.277154
1114,京东广州中新配送仓,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.65283,23.277238
1115,中国移动(中新服营厅),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,增城区,113.619542,23.286478
1116,中国电信智慧社区服务厅(中新店),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,增城区,113.629307,23.279769
1117,新古塱运输,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.627396,23.280149
1118,中国邮政(中新邮政支局),生活服务,邮局,邮局,广东省,广州市,增城区,113.618912,23.286069
1119,广州斗牛快递代理有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.652525,23.277169
1120,宁西邮政支局,生活服务,邮局,邮局,广东省,广州市,增城区,113.659429,23.219205
1121,信丰物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.620424,23.277893
1122,菜鸟驿站(广州市中新镇新新路88号店),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.61316,23.26132
1123,优速快递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.620769,23.278776
1124,申通快递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.622323,23.282658
1125,安能,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.650918,23.277427
1126,菜鸟驿站(广州增城区坑贝莲塘店),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.657797,23.273337
1127,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.679284,22.628103
1128,纬翔物流(南沙二期码头仓库),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.679672,22.629719
1129,中国邮政农村邮政综合服务站,生活服务,邮局,邮局,广东省,广州市,从化区,113.71466,23.579641
1130,极兔速递,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.714343,23.579773
1131,圆通速递,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.714371,23.579852
1132,中国邮政(南星村农村综合服务站),生活服务,邮局,邮局,广东省,广州市,从化区,113.687066,23.577144
1133,顺丰快递寄存点,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.687128,23.577062
1134,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,从化区,113.687364,23.555944
1135,菜鸟驿站,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.680201,23.631424
1136,菜鸟驿站(广州朱村叠溪花园三街78号店),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.71769,23.24622
1137,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.708507,23.266205
1138,京广速递(朱村分公司),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.715079,23.27398
1139,顺丰速运,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.711822,23.27388
1140,中国联通,生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,增城区,113.700071,23.270255
1141,中国联通智慧生活馆,生活服务,电讯营业厅,电讯营业厅,广东省,广州市,增城区,113.706702,23.27292
1142,申通快递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.699793,23.270222
1143,龙兴物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.717696,23.27408
1144,兔喜快递超市,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.699775,23.270155
1145,中国电信十界天翼合作,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,增城区,113.69702,23.273693
1146,中国移动(精峰通讯),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,增城区,113.69677,23.273595
1147,海发冷链物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.733049,23.2759
1148,中国电信(增城朱村营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,增城区,113.700828,23.272877
1149,德邦快递朱村镇营业部,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.726607,23.275054
1150,中国电信智慧社区服务厅(仁安花园社区店),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,增城区,113.697728,23.270055
1151,朱村邮政花市自提点,生活服务,邮局,邮局,广东省,广州市,增城区,113.699169,23.273109
1152,优速快递(增城一部朱村分部),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.700371,23.274929
1153,菜鸟驿站(应用科技C17栋新饭堂一楼),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.72756,23.27715
1154,广州市利兴冷链物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.696372,23.271883
1155,菜鸟驿站(天福1431增城朱村文明店),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.698963,23.27374
1156,中国邮政(仙村邮政所),生活服务,邮局,邮局,广东省,广州市,增城区,113.717771,23.170388
1157,仙村邮局车管业务便民服务点,生活服务,邮局,邮局,广东省,广州市,增城区,113.717764,23.170317
1158,粤快递(仙村站),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.716504,23.172328
1159,中国移动社区服务站,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,增城区,113.717269,23.171687
1160,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,增城区,113.718547,23.167902
1161,云港海运,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.715222,23.175624
1162,电信新业务演示厅,生活服务,电讯营业厅,电讯营业厅,广东省,广州市,增城区,113.718032,23.176699
1163,增城市仙村营业厅电信邮政微花市,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,增城区,113.718128,23.176704
1164,中国移动(广州增城仙村鹏程通讯特约代理点),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,增城区,113.719417,23.169562
1165,优速快递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.714433,23.17864
1166,中国移动通信(仙村服营厅),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,增城区,113.718967,23.166344
1167,申通快递(仙村分公司),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.715398,23.165648
1168,韵达申通圆通百世,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.71533,23.165467
1169,广州市宜车运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.717443,23.181935
1170,百世快递(仙村镇分部),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.722117,23.163607
1171,仙村龙兴物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.709955,23.166774
1172,中国邮政农村邮政综合服务站,生活服务,邮局,邮局,广东省,广州市,增城区,113.719832,23.165129
1173,天地华宇,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.717205,23.183194
1174,中国移动(盈科通讯指定专营店),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,增城区,113.718976,23.16635
1175,菜鸟驿站(广州增城新塘仙村园山路6号店),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.71543,23.165342
1176,圆通速递增城分公司仙村分部,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.722022,23.163498
1177,广州承顺运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.714023,23.188122
1178,郑明现代物流广州冷库,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.701835,23.176597
1179,广州市联亿运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.715441,23.188386
1180,广州市源通运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.71486,23.188278
1181,拓领环球物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.700157,23.172963
1182,中国邮政速递物流增城分公司仙村营业部,生活服务,邮局,邮政速递,广东省,广州市,增城区,113.735116,23.181168
1183,百世物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.71112,23.188543
1184,普冷广州增城冷库,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.698204,23.174252
1185,上海越海国际物流有限公司(增城仓库),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.701748,23.172902
1186,百世云仓,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.711174,23.188442
1187,广州华月运车,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.697493,23.178228
1188,上海日精物流广州仓储中心,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.693261,23.176421
1189,顺丰优选,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.698522,23.174049
1190,普洛斯增城物流园,生活服务,物流速递,物流仓储场地,广东省,广州市,增城区,113.699565,23.176012
1191,广州奥航仙村物流园,生活服务,物流速递,物流仓储场地,广东省,广州市,增城区,113.698917,23.172809
1192,吉林新华天瑞物流有限公司(广州分公司),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.695106,23.167719
1193,265广本物流仓,生活服务,物流速递,物流仓储场地,广东省,广州市,增城区,113.696078,23.171717
1194,京东华南物流中心仙村园区,生活服务,物流速递,物流仓储场地,广东省,广州市,增城区,113.713139,23.190775
1195,韵达速递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.684817,23.166258
1196,顺丰速运,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.683575,23.166536
1197,百世云仓,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.687405,23.1751
