,鲜一鲜农庄,餐饮服务,中餐厅,中餐厅.1,广东省,广州市,花都区,113.238339,23.412032
250,红湘馆私房菜(大石店),餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,番禺区,113.314481,23.013413
251,杭州小笼包(大石店),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.317854,23.015203
252,伊香阁牛肉面(番禺大石第1分店),餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.317903,23.012953
253,潮记粥粉面云吞,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.319061,23.01313
254,四季鹅庄(大石店),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.317852,23.01532
255,武汉热干面,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.315798,23.012867
256,旋子家小龙虾·烧烤宵夜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.317607,23.015609
257,三叔粥铺(客村店),餐饮服务,快餐厅,快餐厅,广东省,广州市,海珠区,113.319863,23.0922
258,电白大排档(南约东六巷),餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.31762,23.090511
259,潮汕夜豆浆,餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.322152,23.092415
260,原味汤粉王,餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.317984,23.091611
261,小酒馆(珠影·星光城),餐饮服务,中餐厅,综合酒楼,广东省,广州市,海珠区,113.32149,23.094106
262,星光一号影啡馆(私人影院),餐饮服务,快餐厅,快餐厅,广东省,广州市,海珠区,113.319468,23.095878
263,MyeongD明洞韩式炸鸡(客村店),餐饮服务,快餐厅,快餐厅,广东省,广州市,海珠区,113.314731,23.092778
264,点红点绿茗点居(客村店),餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.317899,23.095687
265,八合里牛肉火锅(珠影店),餐饮服务,中餐厅,火锅店,广东省,广州市,海珠区,113.320528,23.093873
266,山泉公馆酒家(客村店),餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.318055,23.095683
267,海底捞火锅(珠影星光城店),餐饮服务,中餐厅,火锅店,广东省,广州市,海珠区,113.321492,23.094381
268,超级麻辣烫·酸菜鱼(客村店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,海珠区,113.322894,23.095024
269,阿信屋零食(丽影广场店),餐饮服务,快餐厅,快餐厅,广东省,广州市,海珠区,113.319379,23.095727
270,乐焰烤肉·安格斯牛肉放题(海珠客村店),餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.318443,23.095377
271,大猿日本料理(客村珠影店),餐饮服务,外国餐厅,日本料理,广东省,广州市,海珠区,113.321207,23.094728
272,福记猪肚鸡(艺苑南路店),餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.322979,23.09424
273,正宗隆江猪脚饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.32288,23.095528
274,醉成都小郡肝串串火锅(珠影店),餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.321135,23.094829
275,原始烤肉(客村店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,海珠区,113.320975,23.094401
276,老重庆市井小吃酸菜鱼,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,海珠区,113.32082,23.095194
277,鲜味汤粉王,餐饮服务,中餐厅,潮州菜,广东省,广州市,海珠区,113.321923,23.091979
278,龙窝小镇客家菜(丽影广场店),餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.319857,23.09577
279,老广州茶点,餐饮服务,快餐厅,快餐厅,广东省,广州市,海珠区,113.318889,23.091989
280,YASO沙拉(客村店),餐饮服务,外国餐厅,外国餐厅,广东省,广州市,海珠区,113.322061,23.094663
281,苗小喵,餐饮服务,快餐厅,快餐厅,广东省,广州市,海珠区,113.320033,23.091998
282,陶陶居酒家(丽影广场店),餐饮服务,中餐厅,中餐厅,广东省,广州市,海珠区,113.319371,23.095777
283,阿拉丁早点,餐饮服务,快餐厅,快餐厅,广东省,广州市,海珠区,113.32036,23.092074
284,欢月亭,餐饮服务,外国餐厅,日本料理,广东省,广州市,海珠区,113.322224,23.094474
285,一品居粥点(客村店),餐饮服务,快餐厅,快餐厅,广东省,广州市,海珠区,113.320328,23.092051
286,洪记饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.322942,22.861953
287,杜记饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.321864,22.86217
288,合生美食,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,南沙区,113.32942,22.845109
289,冰爽饮食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.317147,22.849001
290,特色四川万洲火烤鱼纸包鱼,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.317165,22.848918
291,川味居,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.316718,22.849153
292,金萍饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.316665,22.849192
293,川渝湘麻辣卤菜,餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.317146,22.847644
294,八沙大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.316811,22.847571
295,湘百纳餐馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.317156,22.84846
296,石家庄美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.317307,22.846439
297,添记海鲜农庄,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,南沙区,113.33398,22.86077
298,海港轩农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.328858,22.862712
299,麦记牛尾农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.330222,22.847293
300,合生农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.327529,22.848306
301,绿草源中西美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.341838,22.838713
302,顺利农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.3057,22.859427
303,发哥潮味,餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.338604,22.837658
304,状元米线,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.337131,22.834923
305,炊牛皮(南沙店),餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.345659,22.858375
306,圣记正宗隆江猪脚饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.342846,22.854538
307,珍之堡.汉堡,餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.33707,22.834149
308,兰州正宗牛肉拉面(镇南路店),餐饮服务,中餐厅,清真菜馆,广东省,广州市,南沙区,113.339688,22.838329
309,祥记鱼粥,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.342978,22.86313
310,肥仔美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.344556,22.835906
311,权仔大排档,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,番禺区,113.311754,22.882401
312,仙庙烧鸡(南兴店),餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,南沙区,113.347997,22.859677
313,花果农场私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.354367,22.822294
314,有间牛杂铺,餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.341827,22.838089
315,砖厂饭堂,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.352396,22.881314
316,味螺香柳州螺蛳粉(榄核店),餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.335953,22.831822
317,四川麻辣烫(榄核店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,南沙区,113.334824,22.831761
318,大夫山嘉乐山庄野炊烧烤场(大夫山店),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.318659,22.932375
319,力恒火龙果烧烤场,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,番禺区,113.318597,22.931531
320,顺驰烧烤场(大夫山森林公园店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,番禺区,113.31615,22.931725
321,烧鹅全餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.317379,22.934766
322,百利自助烧烤·户外拓展基地(大夫山店),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.316752,22.931967
323,潇湘木桶饭,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,番禺区,113.318749,22.934418
324,大夫山卓鑫私房菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.319177,22.936564
325,风漓山桂林米粉(横江·大夫山店),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.318372,22.936039
326,鸡佬山庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.318697,22.932181
327,大夫山开心农庄烧烤场,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,番禺区,113.320995,22.937247
328,六姨美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.318185,22.936657
329,老伍鱼庄(番禺店),餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,番禺区,113.319537,22.936566
330,广式烧腊店,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.318613,22.934868
331,湛记美食烧腊.煲仔饭(大夫山店),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.319159,22.936564
332,潮膳品渔港,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.319917,22.936625
333,波记私厨,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.318023,22.93669
334,猪杂汤美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.318367,22.934936
335,喜锅四季(大夫山店),餐饮服务,中餐厅,火锅店,广东省,广州市,番禺区,113.320799,22.936567
336,御宴蚝城,餐饮服务,中餐厅,火锅店,广东省,广州市,番禺区,113.320374,22.936571
337,大夫山海翻天烧烤城,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.31478,22.931795
338,聚友烧烤场,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,番禺区,113.313065,22.931226
339,炜记美食(大夫山店),餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.318646,22.936561
340,海头小吃,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.3184,22.935444
341,洪记美食农家菜大夫山店,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,番禺区,113.319064,22.936573
342,欢乐农庄广宁老高土窑鸡,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.320465,22.937283
343,得食,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.320504,22.937281
344,万年山庄荣轩私房菜(大夫山店),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.323375,22.929107
345,烧帮森林烤肉馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.3227,22.937346
346,支姐夜宵,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.32121,22.936563
347,港堡汉堡(大夫山店),餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.320803,22.937254
348,家乡人川菜馆,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,番禺区,113.321033,22.936539
349,姐妹美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.319031,22.936563
350,粥芝源饮食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.318631,22.934986
351,近水楼台文化农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.329056,22.927376
352,渔之家,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,番禺区,113.328407,22.942041
353,正宗新鲜牛杂,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.319603,22.935298
354,渝味轩,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.320498,22.93728
355,幸福煮义园林主题餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.323665,22.922872
356,福香居(大板工业区一街),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.328988,22.942253
357,愉丰农家乐(大夫山店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,番禺区,113.325536,22.928132
358,姊妹美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.318216,22.936724
359,山旮旯(番禺店),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.314264,22.925621
360,潮汕原味汤粉王隆江猪脚饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.318367,22.936311
361,笼仔饭,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.320274,22.934826
362,滋味坊美食餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.325982,22.936886
363,老上海馄饨铺,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.318567,22.936083
364,龙记面食店(太平分店),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.320516,22.936258
365,河边私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.306894,22.926514
366,兄弟熟食,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.321544,22.931844
367,南门美食,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.318215,22.936505
368,香姐快餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.322718,22.931279
369,鲜之味小吃店,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.320903,22.931503
370,沙县小吃,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.318381,22.936474
371,天地烧烤,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.321174,22.936547
372,林记正宗隆江猪脚饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.320603,22.9365
373,重庆小面,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.331901,22.937352
374,忆湘园小炒,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.331865,22.937392
375,湘春楼,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.321884,22.937489
376,蒸滋味快餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.331297,22.920197
377,妹记特色瓦煲菜饭快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,番禺区,113.329398,22.919563
378,艺佳川菜馆(大富店),餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,番禺区,113.339294,22.931953
379,源恒美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.331976,22.920633
380,老四川饭店(番禺店),餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,番禺区,113.332913,22.936733
381,如意馆,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,番禺区,113.338945,22.933405
382,景观阳山农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.322811,22.926208
383,杨氏三及第,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.34038,22.937735
384,泰越荟·东南亚料理,餐饮服务,外国餐厅,西餐厅(综合风味),广东省,广州市,番禺区,113.330562,22.936119
385,悦榕庄顺德菜(海伦堡店),餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.341048,22.937929
386,盘瓠寨私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.323425,22.923702
387,天然酒家,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.34019,22.938516
388,灿记保健靓汤,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.329497,22.943289
389,湘食壹号(海伦堡创意园店),餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,番禺区,113.339716,22.937489
390,小瀛洲度假村瀛洲餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.31251,22.940755
391,中国兰州拉面,餐饮服务,中餐厅,中餐厅,广东省,广州市,番禺区,113.319012,22.936563
392,钊记农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.315876,23.487931
393,花城服务区滋意香百年小吃,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.31297,23.503199
394,致诚居,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.29289,23.490149
395,至街烧鸭,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.293831,23.489916
396,花城酒家,餐饮服务,中餐厅,综合酒楼,广东省,广州市,花都区,113.292633,23.488661
397,牛当道,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,花都区,113.294151,23.495701
398,回味鸡快餐厅,餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.293374,23.489218
399,达仔早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.314621,23.473734
400,花泉山水豆腐花,餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.314959,23.473072
401,121桂林米粉,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.292949,23.490089
402,园林休闲农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.330006,23.476369
403,潮味猪杂汤粉世家,餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.293016,23.490479
