,百世快递(沙井分部),生活服务,物流速递,物流速递.1,广东省,深圳市,宝安区,113.782577,22.722213
261,信丰物流(燕川分公司),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.847242,22.800633
262,安能物流(广田路),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.856003,22.804271
263,优速快递(松岗二部),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.855976,22.804337
264,恒一物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.848774,22.805685
265,金恒丰物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.848725,22.805685
266,中国电信营业厅,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.841889,22.79901
267,天地华宇(燕山大道),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.857828,22.80162
268,圆通速递(塘下涌分部),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.846535,22.798212
269,塘二邮政代办所,生活服务,邮局,邮局,广东省,深圳市,宝安区,113.842704,22.801154
270,深圳市盈通达物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.848359,22.804041
271,中国电信(塘下涌营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.843363,22.801203
272,中通快运燕川营业厅,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.857177,22.804322
273,顺心捷达,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.857886,22.801472
274,菜鸟驿站(杰奇电脑科技),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.84571,22.7991
275,邮政快递,生活服务,邮局,邮政速递,广东省,深圳市,宝安区,113.843858,22.802469
276,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,宝安区,113.843278,22.800966
277,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.844261,22.799719
278,飞驰邮政便民服务点,生活服务,邮局,邮局,广东省,深圳市,宝安区,113.843266,22.801371
279,华勋德坤物流(松岗营业部),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.848726,22.805685
280,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,宝安区,113.850732,22.76225
281,中国联通(松岗宝利来店),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,宝安区,113.850497,22.763827
282,中国电信(松岗营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.853157,22.764995
283,中国移动(宝利豪庭营业厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,宝安区,113.851103,22.762633
284,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.850846,22.76386
285,顺丰快运,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.851185,22.760705
286,中国邮政速递物流,生活服务,邮局,邮政速递,广东省,深圳市,宝安区,113.848787,22.762334
287,中国移动(广源通讯授权店),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,宝安区,113.854699,22.761899
288,中国移动极光宽带(立业路),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,宝安区,113.854891,22.76273
289,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.85495,22.762047
290,菜鸟驿站(深圳沙井德昌南二门体验店),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.849736,22.72107
291,百世快运,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.848552,22.72497
292,乐新邮政便民服务点,生活服务,邮局,邮局,广东省,深圳市,宝安区,113.846969,22.719617
293,韵达快递,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.856134,22.721846
294,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.857462,22.724094
295,韵达快递(沙井德昌分部),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.845224,22.720084
296,德邦快递(庄村路),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.859613,22.719228
297,e栈快递柜,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.845476,22.719992
298,顺丰速运店,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.857307,22.719513
299,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.846849,22.72576
300,中国联通,生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,宝安区,113.846739,22.715056
301,深圳华南仓储物流股份有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.856665,22.717758
302,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.850724,22.681674
303,港鸿国际物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.848664,22.685995
304,深圳市天地航宇供应链有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.848757,22.685796
305,驰天下供应链,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.841823,22.680709
306,百世快运,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.841369,22.680419
307,深圳诚易通国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.841978,22.68042
308,深圳市庆方国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.841867,22.680685
309,百腾物流(凤凰营业部),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.840268,22.67853
310,丰巢箱智能柜,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.839582,22.680645
311,深圳市彤天口国际物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.840172,22.678012
312,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.838253,22.686609
313,中通快递(凤凰营业部),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.839124,22.686485
314,冠捷物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.83934,22.678413
315,菜鸟驿站(深圳福永凤凰石山岭小区57栋店),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.84181,22.689938
316,浩欣宏国际物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.839693,22.676132
317,凤凰邮局,生活服务,邮局,邮局,广东省,深圳市,宝安区,113.839764,22.690328
318,优速快递,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.839481,22.673388
319,深圳市展辉物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.838743,22.677609
320,中国联通(西乡黄田营业厅),生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,宝安区,113.846072,22.627049
321,中国邮政邮件处理中心,生活服务,邮局,邮政速递,广东省,深圳市,宝安区,113.836342,22.62472
322,中国电信(黄田营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.847021,22.628009
323,顺丰快运三围集配站,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.847385,22.635589
324,中国移动黄田营业厅,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,宝安区,113.847454,22.627385
325,中国电信(九围营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.862693,22.643502
326,鸿通物流城,生活服务,物流速递,物流仓储场地,广东省,深圳市,宝安区,113.83353,22.64026
327,顺丰速运(翠湖花园),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.841911,22.636222
328,中冠润物流园,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.84,22.638989
329,壹米滴答九围中心营业部,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.860705,22.643613
330,深圳远泰物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.84052,22.63977
331,蓝极物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.840584,22.639698
332,君安惠物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.840584,22.639698
333,中国邮政(洲石路),生活服务,邮局,邮局,广东省,深圳市,宝安区,113.863935,22.65295
334,顺丰快递(九围新村),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.861718,22.64709
335,极兔速递,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.840457,22.639617
336,徐氏龙晨物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.850105,22.63112
337,圆通速递,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.862263,22.644586
338,信丰物流(九围分公司),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.863193,22.638463
339,大胜物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.841922,22.635855
340,吉顺通达专线直达,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.840187,22.639037
341,韵达快递(恒丰服务站),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.863095,22.638826
342,深圳机场保税物流中心,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.834806,22.627789
343,深圳市荣兴达物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.840871,22.637988
344,SEKO深圳分拨中心,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.839342,22.641099
345,深圳市盛通鑫亿物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.840909,22.639935
346,善飞物流(广深公路),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.842632,22.632604
347,深圳市新意航航空货运,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.838224,22.637019
348,京东快递,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.863157,22.638134
349,韵达国际,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.839566,22.639773
350,诚信物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.839709,22.638402
351,景盛物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.839673,22.638478
352,腾飞达航空物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.838747,22.641152
353,深圳市中环快运有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.839409,22.640635
354,晟路物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.83802,22.640484
355,中国联通3G专营店(捷通恒发3g专营店),生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,宝安区,113.86279,22.636631
356,韵达快递,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.842344,22.636266
357,博方达物流,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.842403,22.631355
358,深圳市宏观国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.840574,22.637914
359,中国电信固戍北营业厅,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.8515,22.602854
360,骏熠微移动电源生产厂家,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,宝安区,113.849329,22.601367
361,中国电信(固戍上围园服务厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.851748,22.601342
362,妈妈驿站,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.850573,22.603081
363,中国电信(联嘉服务厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.852079,22.599525
364,中国电信光纤受理点,生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,宝安区,113.851159,22.600621
365,中通快递(固戍上围园分部),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.851701,22.601895
366,中国电信(石街中讯万隆服务厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.850595,22.602999
367,长城宽带宽带业务办理点,生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,宝安区,113.850586,22.601421
368,中国移动4g,生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,宝安区,113.850906,22.598423
369,顺丰速运(腾联路营业部),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.849064,22.600186
