,健源商品店,购物服务,便民商店/便利店,便民商店/便利店.1,广东省,深圳市,宝安区,113.773965,22.726737
963,一帆风顺商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.326117,22.60089
964,新尚潮商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.326587,22.601233
965,金轩商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.325202,22.601843
966,源会兴百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.32447,22.601784
967,万发商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.32439,22.601742
968,佳益商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.324761,22.601669
969,水云商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.314284,22.599342
970,裕茂源商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.311894,22.599292
971,俊钦商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.335649,22.684224
972,嘉鑫百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.371712,22.761649
973,恒达商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.371569,22.761448
974,美宜佳(龙窝路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.371019,22.760904
975,新佳百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.371078,22.761599
976,兴联盛百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.371025,22.762377
977,广胜百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.371508,22.761383
978,实惠万家,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370764,22.761718
979,维客佳(大窝二路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370675,22.762509
980,新富源百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370978,22.760723
981,家家乐百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.369753,22.761587
982,广源百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370508,22.761906
983,平顺便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.369818,22.761716
984,蕊琪小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370999,22.763388
985,顺宝百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.369306,22.760747
986,丰顺便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.373096,22.762943
987,湖山隆百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.369181,22.76115
988,58优品O2O智慧便利店(新互惠分店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.369666,22.763273
989,好家园百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.382098,22.73916
990,深圳市沃尔核材股份有限公司(青松西路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.382425,22.719886
991,昌源百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.360244,22.706463
992,美佳百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.374468,22.735463
993,丰佳百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.367832,22.730135
994,万丰百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.367363,22.730755
995,好益家百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.363664,22.728381
996,盘龙商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.363951,22.728092
997,金源百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.36942,22.730315
998,和兴便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.368164,22.731113
999,顺泰富百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.368861,22.73087
1000,佳良副食生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.361761,22.727784
1001,7+1便利店(同富裕一路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.36889,22.684537
1002,天福便利店(坪山沙博店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370521,22.681302
1003,诚旺商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370592,22.681046
1004,美宜佳(沙壆新村店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370383,22.681664
1005,举合商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370676,22.680682
1006,深圳坪山区昶顺昌百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.373599,22.681251
1007,兴旺百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.369632,22.682976
1008,同富裕一路62号沙坣天福,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.37046,22.681282
1009,深圳市兴嵘锦便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.371437,22.684614
1010,利民百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370154,22.684369
1011,米吉,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.369263,22.683649
1012,深圳市坪山区晏记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.369394,22.68335
1013,易便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.368985,22.684548
1014,易站(生活超市),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.369305,22.684476
1015,兴隆商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.368926,22.684691
1016,天天惠日用百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.36956,22.684554
1017,美宜佳(坪山沙博新村店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.368914,22.684466
1018,美宜佳(同富裕工业区粤13546店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.370177,22.684409
1019,剑西商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.366754,22.661442
1020,汇佳百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.386417,22.683218
1021,惠丰便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.36909,22.684058
1022,好一家百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.368032,22.687198
1023,省士多,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.36481,22.687188
1024,杰兵小店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.375288,22.609687
1025,景兴春商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.36069,22.608193
1026,隆发商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.361879,22.609688
1027,宋记百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.361497,22.609608
1028,顺利莱便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.377667,22.612856
1029,京技商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.356265,22.60873
1030,盐新便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.356858,22.609988
1031,家家乐百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.373385,22.689433
1032,佳达百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.373421,22.68975
1033,新康园商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.365605,22.688904
1034,鑫茂商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.380468,22.684842
1035,创忆便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.411894,22.761472
1036,好美多便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.411575,22.76262
1037,家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.411999,22.762536
1038,喜洋洋百货商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.412185,22.760771
1039,光头便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.410646,22.760707
1040,深圳市坪山新区新鲜食场超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.411418,22.76262
1041,嘉惠百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.412172,22.760216
1042,联发购物,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.410218,22.761159
1043,天猫小店衡泽便利店(沙田宝田二路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.411391,22.762295
1044,美洋洋便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.411914,22.763143
1045,维客佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.410778,22.759299
1046,家家乐百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.41005,22.759284
1047,德众百货(深汕公路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.412222,22.760786
1048,新振兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.410516,22.758996
1049,致远百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.412705,22.759536
1050,万源福百货(宝田一路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.410166,22.75937
1051,考玲商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.411618,22.75876
1052,惠旺百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.412738,22.759383
1053,万和批发部,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.409482,22.75893
1054,阳光便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.41272,22.758586
1055,和丰园超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.408681,22.692325
1056,大富百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.408721,22.692737
1057,大利百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.417668,22.693822
1058,水香零售商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.408806,22.692785
1059,润鑫便利超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.405241,22.6921
1060,良记便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.407384,22.692998
1061,妙记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.40567,22.692672
1062,振兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.405192,22.692461
1063,古林商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.402744,22.692365
1064,新曲村海红百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.408303,22.693826
1065,港运商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.404467,22.692224
1066,家福家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.403899,22.692477
1067,林记水果便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.403099,22.692205
1068,邻友副食便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.409467,22.693822
1069,华润万家(海语山林店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.415298,22.62962
1070,悠云便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.40897,22.637674
1071,兴旺杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.417201,22.63381
1072,洪记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.413139,22.636262
1073,吴峰商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.408439,22.635748
1074,美家福百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.410834,22.635348
1075,维客佳(土洋店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.40756,22.614348
1076,美宜佳(土洋社区店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.41012,22.613275
1077,老地方便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.410848,22.613601
1078,成富商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.408472,22.613278
1079,城会商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.408239,22.61361
1080,坚龙小商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.424911,22.602609
1081,佳美佳商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.405228,22.613216
1082,嘉特24小时便利超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.40568,22.613764
1083,荣景商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.407954,22.614541
1084,雄记茶烟酒,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.405658,22.613564
1085,宇辉小店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.405528,22.61559
1086,金湖便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.423912,22.60317
1087,深圳市大鹏新区官湖驿站便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.425843,22.602933
1088,鑫旺商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.404486,22.615809
1089,深圳市大鹏新区榕发商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.404454,22.61562
1090,娟娟百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.432257,22.696032
1091,中业爱民便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.435107,22.631981
1092,家乐连锁便利店葵涌,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.435153,22.631991
1093,家华商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.437241,22.630534
1094,宏润便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.435122,22.632525
1095,利佳百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.434424,22.632527
1096,顺心百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.434317,22.632076
1097,小诺诺百货商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.431707,22.637524
1098,缘来百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.435142,22.63052
1099,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.43497,22.630564
1100,世家百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.435733,22.632046
1101,鑫万鸿超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.435753,22.630004
1102,同力园便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.433756,22.623339
1103,小店铺,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.465341,22.599592
1104,鹏瑞便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.469075,22.597697
1105,洪缘商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.469476,22.597032
1106,可可商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.470096,22.597517
1107,快捷便利商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.439414,22.619155
1108,便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.466386,22.561505
1109,喜士多,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.484071,22.635275
1110,便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.476815,22.657139
1111,惠民超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.500317,22.5973
1112,港信义百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.479829,22.596676
1113,汇嘟驿站,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.473275,22.596444
1114,一点心便利,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.481339,22.595452
1115,新佳胜商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.482443,22.59426
1116,兴坪便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.493302,22.563492
1117,梦天海商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.494482,22.565466
1118,轩铃商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.495726,22.562853
1119,白云商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.494435,22.565554
1120,伙鹏商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.493994,22.566027
1121,嘉得福,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.495164,22.565695
1122,海之城阿刚商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.491076,22.521525
1123,寿伯士多,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.491289,22.522348
1124,惠明商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.490841,22.521347
1125,神仙杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.491159,22.522241
1126,燕山商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.492406,22.532663
1127,宏顺批发部,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.489507,22.53092
1128,鹏家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.491485,22.531133
1129,深悦小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.492402,22.531846
1130,仁仪便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.491925,22.532241
1131,李记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.487693,22.538411
1132,文雅健百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.493621,22.534455
1133,新宜佳便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.491706,22.534961
1134,杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.489569,22.535087
1135,如意商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.491722,22.535423
1136,澳之选便利超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.49239,22.534559
1137,恒昌便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.490103,22.534685
1138,东福便利店(深圳龙岗区),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.494636,22.534632
1139,顺祥商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.495891,22.534405
1140,陆轩批发部,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.494079,22.53611
1141,金岛商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.492795,22.534662
1142,聚鸿商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.495027,22.534201
1143,天盛小店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.493459,22.535826
1144,兴发百货(海鲜食街),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.488113,22.537114
1145,海港海会杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.487692,22.537637
1146,罗生商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.487744,22.539274
1147,银城商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.487269,22.539418
1148,维客佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.481768,22.586599
1149,天福(大鹏顺隆店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.47688,22.593634
1150,自助便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.475386,22.594696
1151,天福,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.478628,22.594373
1152,美宜佳(鹏飞店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.527985,22.59304
1153,深圳市大鹏新区么可便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.527256,22.593571
1154,虹润便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.524679,22.593763
1155,海龙平价商场,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.524532,22.593389
1156,京东便利店(大亚湾核电站店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.530185,22.591809
1157,胜涛商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.522862,22.593836
1158,艺家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.520131,22.593466
1159,日兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.524744,22.593383
1160,创新商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.519267,22.5935
1161,苏苏便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.518941,22.594588
1162,专专士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.529823,22.556452
1163,卓君便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.530518,22.554795
1164,驿路梨花便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.540784,22.563006
1165,东渔便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.527858,22.553601
1166,诚信商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.527254,22.552596
1167,奔奔便利店(沙埔村三巷),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.527887,22.55269
1168,蓝色诱惑便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.515561,22.591914
1169,小心心便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.513963,22.593597
1170,易便利店(鹏兴店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.475137,22.593233
1171,美宜佳(岭南路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.475055,22.592827
1172,源发杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.478293,22.590752
1173,美宜佳(建设路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.475445,22.590868
1174,上横岗士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.518478,22.528809
1175,育群小店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.516159,22.530091
1176,新润发商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.514449,22.528826
1177,何记小店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.513815,22.530469
1178,港源便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.516397,22.540169
1179,满宾便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.515921,22.540151
1180,朋友圈便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.516325,22.540983
1181,明兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.476956,22.589613
1182,老炮士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.509003,22.593858
1183,美宜佳(新园店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.474305,22.592798
1184,道溢商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.477717,22.590545
1185,易站(大鹏店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.48229,22.583967
1186,乐宜便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.474759,22.591619
1187,省士多,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.479067,22.587391
1188,宏彬商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.531669,22.478755
1189,长旺平价商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.531795,22.479168
1190,便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.531957,22.478697
1191,鸿兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.53117,22.478401
1192,雅兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.530162,22.477984
1193,颖记便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.536551,22.485268
1194,山卡拉便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.537275,22.484517
1195,海之蓝便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.5364,22.485742
1196,平价便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.536423,22.485777
1197,文惠便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.5377,22.486161
1198,天涯超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.538807,22.485288
1199,坤记杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.537887,22.486349
1200,新园居便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.539759,22.485931
