,铭阳启慧国际教育中心,科教文化服务,培训机构,培训机构.1,广东省,深圳市,宝安区,113.775689,22.732589
1012,大卫美术教育(南联校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.265898,22.724732
1013,菲菲美容学校,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.265794,22.722749
1014,竞思注意力训练(龙岗中心),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.240082,22.712798
1015,翰林学府,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.243328,22.709807
1016,优优培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.264363,22.728515
1017,青蓝优学,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.239439,22.713635
1018,小飞龙少林武校,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.323358,22.765968
1019,艺启艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.320662,22.764143
1020,红之舞文化艺术,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.320296,22.761568
1021,南山驾校坪地训练场,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.315152,22.76629
1022,学佳辅导中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.315691,22.765224
1023,一方书院,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.315892,22.765034
1024,学法辅导中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.315774,22.765111
1025,未来星辅导中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.315511,22.771931
1026,多多熊(大东城教学中心),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.337963,22.705909
1027,贝亲辅导中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.315373,22.717472
1028,启航文化,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.314584,22.717186
1029,Etalk.英语,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.33994,22.707255
1030,红黄蓝亲子园(坪山区店),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.328564,22.678994
1031,育龙午托中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.335751,22.677624
1032,行之教育工作室,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.327754,22.680851
1033,及第书画,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.33094,22.676727
1034,童蕴学堂,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.33082,22.677329
1035,点点帕思博教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.330765,22.678082
1036,深圳弈源围棋道场,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.334865,22.678256
1037,彩虹堂少儿艺术教育基地,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.327792,22.680507
1038,起程教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.342773,22.647665
1039,赵汝飞练字培训(葡萄酒城校区),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.341246,22.651268
1040,吉他辅导,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.34125,22.65128
1041,朗运教育京基校区,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.330544,22.677291
1042,聚说不凡&艺加壹艺术,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.33039,22.677279
1043,艺加壹钢琴艺术中心(东晟时代花园店),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.327888,22.680725
1044,点睛教育(体育二路),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.335593,22.677988
1045,皇家舞蹈,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.334889,22.678249
1046,童画力高校区,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.329252,22.677008
1047,启智乐高国际儿童创意中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.334563,22.678348
1048,酷培AI智能学习体验中心(坪山中山店),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.330632,22.678293
1049,卓越舞蹈培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.338443,22.682676
1050,欣海少儿培训(御景校区),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.333912,22.6757
1051,奇趣大语文,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.335648,22.677761
1052,红杉树智能英语(中山分校),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.334948,22.677482
1053,赵汝飞练字,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.332538,22.675277
1054,小童大作艺术家园,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.334013,22.675545
1055,贝比玛玛国际亲子俱乐部,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.331694,22.675355
1056,院派儿童美术,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.334969,22.676664
1057,深圳海关小梅沙教育培训基地,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.333922,22.602883
1058,建行梅沙培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.311862,22.599804
1059,珊瑚虫海洋文化教育基地,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.314293,22.598924
1060,广东省企业诚信建设培训基地,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.311878,22.598192
1061,深圳市思想政治工作研究会培训基地,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.311862,22.598181
1062,深圳市罗湖区业余体校海上运动训练基地,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.31212,22.598274
1063,皇家艺术培训学苑(京基校区),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.335082,22.676296
1064,英翰教育培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.330444,22.674996
1065,童悦优贝早教学苑,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.334068,22.675378
1066,杰扬教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.332786,22.674998
1067,星盟少儿英语(坪山校区),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.330939,22.675307
1068,英皇艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.33203,22.674158
1069,小森林美育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.334639,22.689176
1070,童画美术教育连锁机构(坪山力高校区),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.329369,22.67691
1071,易贝乐少儿英语(坪山京基校区),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.335077,22.67697
1072,一鸣舞蹈,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.328862,22.67474
1073,佛罗伦萨艺术绘画馆,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.338628,22.68606
1074,富珺·未来城(坪山京基城),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.331029,22.675162
1075,和心画室,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.328989,22.674476
1076,舞蹈之星,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.331957,22.674068
1077,奇趣作文,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.33981,22.681893
1078,季石国际英语京基御景印象校区,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.333377,22.675602
1079,郎菲莹芯艺术培训,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.336692,22.691118
1080,星之梦舞蹈,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.337614,22.690076
1081,欢笑儿童之家,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.315724,22.687981
1082,爱宝宝,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.341049,22.689452
1083,欣海少儿培训,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.342939,22.684466
1084,鹏展教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.341583,22.688444
1085,思大学院(坪山校区),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.345866,22.690118
1086,小马快跑国际教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.338483,22.693457
1087,爱美.时尚培训,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.323934,22.693012
1088,咏春堂,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.344957,22.681792
1089,育伶艺术,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.344006,22.67792
1090,深圳市回声音乐教育基地,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.343989,22.677953
1091,SSD舞七街舞工作室,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.338803,22.693932
1092,梦涵飞舞舞蹈培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.346644,22.685872
1093,博龙教育(坪环路),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.347974,22.684308
1094,极妍美妆教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.33875,22.693798
1095,行知教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.344094,22.687105
1096,萃智绘艺术创新体验空间,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.349795,22.676286
1097,瑞德启蒙教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.337986,22.694369
1098,宏禾教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.338779,22.694032
1099,童学绘文化艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.345073,22.686461
1100,龙田墨香荟书画院,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.37081,22.76007
1101,富裕高文化创意发展有限公司文艺培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.370814,22.760077
1102,真功夫专业挖机培训,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.364394,22.758792
1103,启航基地,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.366831,22.761453
1104,深圳市启航综合素质拓展中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.36675,22.762039
1105,环球培训学校,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.369089,22.755228
1106,菲菲美容美发化妆美甲培训学校,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.369987,22.755026
1107,樊登读书·明德通服务中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.368392,22.731301
1108,坪山滑启轮滑培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.358982,22.726529
1109,棋苑文化,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.371079,22.73625
1110,飞扬艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.371226,22.735347
1111,筝韵古筝,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.384495,22.726884
1112,文博教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.37087,22.736113
1113,树先生教育(嘉邻中心),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.383429,22.730922
1114,蓝翔电脑培训,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.369401,22.683395
1115,众美教育,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.3698,22.684643
1116,德派演说基地,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.370217,22.686607
1117,赛雅午托中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.378521,22.689176
1118,聚英才力资源,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.381065,22.687785
1119,亮典艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.37937,22.69037
1120,新圃艺术(坪山分校),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.363164,22.690382
1121,YC街舞培训,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.361638,22.689516
1122,星辉艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.380593,22.691213
1123,中华艺道院,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.358834,22.688142
1124,华方艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.355711,22.685288
1125,云彩绘,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.356038,22.688247
1126,墨艺轩书法培训,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.352547,22.681913
1127,德馨文化,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.351591,22.683726
1128,玫瑰海岸拓展基地,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.375523,22.608971
1129,深圳市新思味餐饮培训学校,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.384429,22.742821
1130,深圳市陈志强太极拳推广中心(悟园太极学堂),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.378264,22.741882
1131,洛可可艺术文化培训,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.400108,22.753259
1132,J·CHOPIN艺术培训,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.399934,22.753434
1133,乐之培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.405316,22.636967
1134,天恩教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.40492,22.63691
1135,领鹰教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.408697,22.634285
1136,未来教育学园,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.406859,22.634981
1137,墨典书画培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.401944,22.637283
1138,乐派英语(葵涌店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.401521,22.637822
1139,天恩美育家园,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.401377,22.637888
1140,米格画室,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.417418,22.632554
1141,智慧语言少儿培训中心(坝光店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.401353,22.637939
1142,博兴文化艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.422856,22.634281
1143,乐树林艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.416987,22.631408
1144,GANOR·佳诺国际托育中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.414514,22.630863
1145,小天鹅艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.41855,22.630833
1146,深圳市现代润泽教育有限公司,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.418115,22.632626
1147,深圳国音艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.415752,22.62939
1148,小天鹅办公室,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.418678,22.630859
1149,小博仕艺术吧,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.424805,22.632715
1150,青松教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.419519,22.628384
1151,涂贝贝少儿美术,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.425427,22.633437
1152,童艺梦小天鹅艺术教育（葵涌分校）,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.418622,22.630914
1153,兰慕文化,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.416742,22.626953
1154,星海学苑琴行,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.425381,22.633436
1155,祝博士学习吧(龙岗葵涌校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.424632,22.632922
1156,中共深圳市委党校大鹏新区教学点,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.424665,22.634685
1157,新起点流行舞培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.420204,22.626965
1158,向日葵美术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.425862,22.63105
1159,深圳市大鹏新区党员干部教育培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.424452,22.634457
1160,满分童中小学课外辅导幼儿早教,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.425961,22.633504
1161,艺萌艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.4258,22.627472
1162,格里格文化艺术培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.429569,22.633979
1163,FREE琴行,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.434705,22.631313
1164,黄埔青少年训练基地,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.436407,22.616122
1165,深圳市综合素养实践教育基地,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.436396,22.616078
1166,模范好少年实践教育基地,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.436522,22.616052
1167,深圳星界国际教育基地学校,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.436392,22.616156
1168,深圳市智尚拓展培训公司培训基地,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.436544,22.616362
1169,博乐思教育研究与指导中心培训基地,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.436381,22.616137
1170,梅山功夫馆,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481832,22.595724
1171,新苗书画教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481416,22.595963
1172,艺境美术工坊,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.48151,22.597379
1173,大鹏学优教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481848,22.595708
1174,启点文艺培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481437,22.595951
1175,艺堡舞蹈文化艺术,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.480852,22.595813
1176,萤火虫美术室,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481243,22.595467
1177,萤火星光艺术,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481562,22.595261
1178,小天鹅艺术教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481857,22.595697
1179,博龙教育(大鹏校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.48169,22.595786
1180,思达英语,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481103,22.595558
1181,YB·DANCE,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481001,22.595762
1182,艺堡舞蹈,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.48084,22.595713
1183,菁英·儿童之家,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481327,22.595468
1184,大鹏乐高教育体验中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.481132,22.595926
1185,本然音乐坊(中山路店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.483371,22.592601
1186,创和教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.478857,22.596428
1187,去玩吧营地教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.489145,22.561848
1188,去玩吧营地教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.495758,22.563347
1189,大鹏民宿与文创培训学院,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.485905,22.576643
1190,农银大学培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.482537,22.545303
1191,中国农业银行深圳市分行南澳培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.482228,22.545644
1192,新航教育(大鹏佳兆业广场),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.473615,22.59383
1193,英国天线宝宝早教(大鹏佳兆业广场店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.475327,22.594144
1194,德诚教育咨询工作室,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.511304,22.594421
1195,态度体育培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.476947,22.587982
1196,熙丹艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.50998,22.590738
1197,深圳帆协南澳航海运动训练基地,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.489813,22.529917
1198,明思钢琴古筝培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.492965,22.533279
1199,艺堡舞蹈,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.492703,22.535593
1200,启悦艺术,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.493268,22.535767
1201,优品教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.493312,22.535785
1202,优品教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.493174,22.53574
1203,深圳市永鸿拓展培训有限公司,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.524274,22.591374
1204,杭州老鹰画室(深圳校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.520019,22.59183
1205,七星湾团建拓展学院,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.537431,22.562954
1206,追浪东山·潜水中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.528878,22.55536
1207,战狼拓展团建培训学院(七星湾店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.540393,22.565215
1208,康瘦堂训练营,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.537285,22.485734
1209,深圳海缘潜水PADI五星教练发展中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.559125,22.554455
